Year,Reporter Code,Trade Flow Code,Partner Code,Classification,Commodity Code,Quantity Unit Code,Supplementary Quantity,Netweight (kg),Value,Estimation Code
2010,699,2,156,"H3","442090",1,,,76387,0
2010,699,1,156,"H3","442190",8,5641004,5641004,10055158,0
2010,699,2,156,"H3","442190",8,78228,78228,245278,6
2010,699,1,156,"H3","460122",8,6200,6200,22293,0
2010,699,1,156,"H3","460192",8,333199,333199,702281,0
2010,699,1,156,"H3","470311",8,403649,403649,471514,0
2010,699,1,156,"H3","470321",8,665737,665737,1404480,0
2010,699,1,156,"H3","470692",8,13884,13884,29383,0
2010,699,2,156,"H3","470692",8,4,4,8,6
2010,699,1,156,"H3","470790",8,12870607,12870607,3814301,0
2010,699,1,156,"H3","480269",8,450440,450440,444412,0
2010,699,1,156,"H3","4804",1,,2798337,2691691,0
2010,699,2,156,"H3","4804",1,,192986,245228,4
2010,699,1,156,"H3","480459",8,608902,608902,509934,0
2010,699,1,156,"H3","480511",8,3651,3651,9486,0
2010,699,1,156,"H3","480640",8,1259014,1259014,1004174,0
2010,699,1,156,"H3","4808",8,363776,363776,758053,0
2010,699,2,156,"H3","4808",8,81880,81880,259515,6
2010,699,1,156,"H3","480830",8,22366,22366,31368,0
2010,699,2,156,"H3","480830",8,81880,81880,259515,6
2010,699,1,156,"H3","481031",8,199375,199375,186905,0
2010,699,1,156,"H3","4811",8,13166831,13166831,16330403,0
2010,699,2,156,"H3","4811",8,19897,19897,64675,6
2010,699,1,156,"H3","481410",8,44,44,247,0
2010,699,1,156,"H3","4816",1,,65516,146381,0
2010,699,2,156,"H3","4816",1,,1534,2517,4
2010,699,1,156,"H3","481930",8,39621,39621,66342,0
2010,699,2,156,"H3","481930",8,9299,9299,17658,6
2010,699,1,156,"H3","481960",8,66155,66155,258929,0
2010,699,2,156,"H3","481960",8,2,2,9,6
2010,699,1,156,"H3","482020",8,46771,46771,59585,0
2010,699,2,156,"H3","482020",8,1252,1252,2815,6
2010,699,1,156,"H3","482370",8,136378,136378,512979,0
2010,699,2,156,"H3","482370",8,75317,75317,147381,6
2010,699,1,156,"H3","4901",8,1331139,1331139,9439830,0
2010,699,2,156,"H3","4901",8,23943,23943,259125,6
2010,699,1,156,"H3","4906",1,,854,11756052,0
2010,699,2,156,"H3","4906",1,,,258,0
2010,699,1,156,"H3","490700",8,3189,3189,10962453,0
2010,699,1,156,"H3","500200",8,5612516,5612516,187631293,0
2010,699,2,156,"H3","5004",8,4332,4332,173812,6
2010,699,1,156,"H3","5004",8,1001680,1001680,29560482,0
2010,699,1,156,"H3","510129",8,2400366,2400366,2387612,0
2010,699,2,156,"H3","510129",8,1798,1798,4248,6
2010,699,1,156,"H3","510539",8,15,15,1868,0
2010,699,1,156,"H3","510610",8,1437,1437,51566,0
2010,699,2,156,"H3","510610",1,,,90136,0
2010,699,1,156,"H3","510710",8,34153,34153,1248113,0
2010,699,1,156,"H3","5112",8,24874,24874,895737,6
2010,699,2,156,"H3","5112",8,105687,105687,4139187,6
2010,699,1,156,"H3","511219",8,1463,1463,61762,6
2010,699,2,156,"H3","511219",8,5751,5751,244634,6
2010,699,1,156,"H3","520420",8,39049,39049,34139,0
2010,699,2,156,"H3","520420",1,,,22474,0
2010,699,1,156,"H3","520511",8,427417,427417,3731356,0
2010,699,2,156,"H3","520511",8,17752722,17752722,37474393,6
2010,699,1,156,"H3","520531",8,260020,260020,2729412,0
2010,699,2,156,"H3","520531",8,66008,66008,173128,6
2010,699,2,156,"H3","520534",8,403216,403216,1160542,6
2010,699,2,156,"H3","520541",8,40969,40969,232290,6
2010,699,1,156,"H3","520623",8,9110,9110,130556,0
2010,699,2,156,"H3","520623",8,82656,82656,306926,6
2010,699,1,156,"H3","520811",8,1626710,1626710,14068113,6
2010,699,2,156,"H3","520811",8,216294,216294,3327253,6
2010,699,1,156,"H3","520819",8,1474476,1474476,9331890,6
2010,699,2,156,"H3","520819",8,92,92,827,6
2010,699,1,156,"H3","520851",8,50823,50823,1369551,6
2010,699,2,156,"H3","520851",8,175,175,7033,6
2010,699,2,156,"H3","5209",1,,,4072256,0
2010,699,1,156,"H3","5209",1,,,16263682,0
2010,699,1,156,"H3","520912",8,118101,118101,479094,6
2010,699,2,156,"H3","520912",8,3029,3029,17528,6
2010,699,1,156,"H3","520949",8,5328,5328,84109,6
2010,699,2,156,"H3","520949",8,1633,1633,30412,6
2010,699,1,156,"H3","520952",8,8386,8386,111370,6
2010,699,2,156,"H3","520952",8,1055,1055,12835,6
2010,699,1,156,"H3","521119",8,2065,2065,14274,6
2010,699,2,156,"H3","521119",8,151,151,1442,6
2010,699,1,156,"H3","521211",8,13484,13484,297045,6
2010,699,2,156,"H3","521211",8,1860,1860,53651,6
2010,699,1,156,"H3","521214",8,10377,10377,343169,6
2010,699,2,156,"H3","521214",8,1958,1958,93236,6
2010,699,1,156,"H3","5306",8,6214891,6214891,34976729,0
2010,699,1,156,"H3","5310",1,,,830755,0
2010,699,2,156,"H3","5310",1,,,69073,0
2010,699,1,156,"H3","5311",1,,,4428722,0
2010,699,1,156,"H3","540246",8,43236,43236,64639,0
2010,699,2,156,"H3","540246",8,251856,251856,312500,6
2010,699,1,156,"H3","540333",8,960,960,4281,0
2010,699,1,156,"H3","540341",8,1161915,1161915,7312496,0
2010,699,1,156,"H3","540743",8,1935,1935,33152,6
2010,699,1,156,"H3","540751",8,79796,79796,550049,6
2010,699,2,156,"H3","540751",8,277,277,2052,6
2010,699,1,156,"H3","540782",8,162416,162416,1846699,6
2010,699,2,156,"H3","540782",8,521,521,6706,6
2010,699,1,156,"H3","540793",8,10667,10667,132701,6
2010,699,2,156,"H3","540793",8,11529,11529,167282,6
2010,699,1,156,"H3","550120",8,33402,33402,44102,0
2010,699,1,156,"H3","550190",8,820,820,21111,0
2010,699,2,156,"H3","550190",1,,,46728,0
2010,699,1,156,"H3","5506",1,,121286,332756,0
2010,699,2,156,"H3","5506",1,,1399007,3543658,4
2010,699,1,156,"H3","550630",8,108367,108367,274412,0
2010,699,2,156,"H3","550630",8,1399007,1399007,3543658,6
2010,699,1,156,"H3","550700",8,16600,16600,104221,0
2010,699,1,156,"H3","521051",8,84084,84084,785041,6
2010,699,1,156,"H3","521142",8,49335,49335,307316,6
2010,699,2,156,"H3","521142",8,13981,13981,105555,6
2010,699,1,156,"H3","521159",8,4294,4294,56939,6
2010,699,2,156,"H3","521159",8,1017,1017,14957,6
2010,699,1,156,"H3","53",1,,,56426440,0
2010,699,2,156,"H3","53",1,,,38015746,0
2010,699,2,156,"H3","530130",8,157795,157795,106261,6
2010,699,1,156,"H3","530820",8,200,200,2225,0
2010,699,1,156,"H3","540211",8,637317,637317,2397889,0
2010,699,1,156,"H3","540233",8,1853206,1853206,3263429,0
2010,699,2,156,"H3","540233",8,620144,620144,1246256,6
2010,699,1,156,"H3","540269",8,385252,385252,1633362,0
2010,699,1,156,"H3","5406",1,,29899,156336,0
2010,699,2,156,"H3","5406",1,,,8242,0
2010,699,1,156,"H3","540710",1,,,9072622,0
2010,699,2,156,"H3","540710",1,,,833058,0
2010,699,1,156,"H3","540771",8,1928,1928,14207,6
2010,699,1,156,"H3","540774",8,44159,44159,509044,6
2010,699,1,156,"H3","540824",8,33844,33844,728327,6
2010,699,1,156,"H3","540832",8,67373,67373,1650282,6
2010,699,2,156,"H3","540832",8,627,627,15663,6
2010,699,1,156,"H3","55",1,,,119790495,0
2010,699,2,156,"H3","55",1,,,92866702,0
2010,699,1,156,"H3","550330",8,699037,699037,2244618,0
2010,699,2,156,"H3","550330",8,1700241,1700241,3482179,6
2010,699,1,156,"H3","5504",8,1201101,1201101,3319956,0
2010,699,2,156,"H3","5504",8,777390,777390,1852258,6
2010,699,1,156,"H3","5505",8,3571156,3571156,1668901,0
2010,699,2,156,"H3","5505",8,13922855,13922855,12092021,6
2010,699,1,156,"H3","550992",8,531,531,8339,0
2010,699,1,156,"H3","551020",8,99,99,1768,0
2010,699,1,156,"H3","5513",8,628502,628502,3683857,6
2010,699,2,156,"H3","5513",8,2981,2981,37273,6
2010,699,1,156,"H3","551419",8,752,752,3747,6
2010,699,1,156,"H3","551591",1,,,6263,0
2010,699,1,156,"H3","551634",1,,,577,0
2010,699,2,156,"H3","551634",1,,,21070,0
2010,699,1,156,"H3","551642",8,18872,18872,396059,6
2010,699,1,156,"H3","560210",8,180535,180535,839951,0
2010,699,1,156,"H3","560229",8,133936,133936,538437,0
2010,699,2,156,"H3","560229",1,,,9275,0
2010,699,2,156,"H3","5607",1,,111833,451086,4
2010,699,1,156,"H3","5607",1,,769547,3279684,0
2010,699,1,156,"H3","560729",8,39775,39775,106163,0
2010,699,2,156,"H3","5702",1,,,2575173,0
2010,699,1,156,"H3","5702",1,,,1820280,0
2010,699,1,156,"H3","570390",2,55400,122617,636381,4
2010,699,2,156,"H3","570390",2,14438,23656,170965,6
2010,699,1,156,"H3","570490",2,34448,28116,93943,4
2010,699,2,156,"H3","570490",2,9596,11305,40290,6
2010,699,1,156,"H3","58",1,,,39627572,0
2010,699,2,156,"H3","58",1,,,746241,0
2010,699,1,156,"H3","580134",8,46826,46826,704112,6
2010,699,2,156,"H3","580134",8,65,65,1113,6
2010,699,1,156,"H3","580190",1,,,253442,0
2010,699,2,156,"H3","580190",1,,,187143,0
2010,699,1,156,"H3","580639",8,1296012,1296012,2138562,0
2010,699,2,156,"H3","580639",8,104,104,1779,6
2010,699,1,156,"H3","581100",1,,,362219,0
2010,699,1,156,"H3","590110",1,,,55960,0
2010,699,2,156,"H3","590110",8,103358,103358,1527951,6
2010,699,1,156,"H3","5907",8,1729584,1729584,21883229,6
2010,699,1,156,"H3","590800",8,2788,2788,13136,0
2010,699,2,156,"H3","590800",8,1574,1574,29174,6
2010,699,1,156,"H3","6001",1,,1823410,6365501,0
2010,699,2,156,"H3","6001",1,,,19588,0
2010,699,1,156,"H3","600121",8,3687,3687,11117,0
2010,699,1,156,"H3","600523",8,17479,17479,52563,0
2010,699,2,156,"H3","600523",1,,,1094,0
2010,699,1,156,"H3","600622",8,1343008,1343008,6972770,0
2010,699,1,156,"H3","600633",8,218686,218686,839294,0
2010,699,1,156,"H3","610210",5,14,4,325,4
2010,699,1,156,"H3","610290",5,24939,411,19829,4
2010,699,1,156,"H3","610419",5,324,356,10611,4
2010,699,2,156,"H3","610419",1,,1233,45543,4
2010,699,2,156,"H3","610423",5,436,103,3434,6
2010,699,1,156,"H3","610459",5,935,141,5536,4
2010,699,2,156,"H3","610459",5,334,105,4054,6
2010,699,1,156,"H3","610462",5,78379,21054,432962,4
2010,699,2,156,"H3","610462",5,40073,,231659,2
2010,699,1,156,"H3","610721",5,8679,3047,57266,4
2010,699,2,156,"H3","610721",5,26216,6244,164941,6
2010,699,1,156,"H3","6108",1,,56359,1415870,4
2010,699,2,156,"H3","6108",1,,,414194,0
2010,699,1,156,"H3","610892",5,54057,16305,424133,4
2010,699,1,156,"H3","610910",5,592812,142827,3457484,4
2010,699,2,156,"H3","610910",5,430223,74173,2156997,6
2010,699,1,156,"H3","611594",8,44,44,1427,6
2010,699,1,156,"H3","611599",8,141958,141958,2526139,6
2010,699,2,156,"H3","611599",8,313,313,6442,6
2010,699,1,156,"H3","620113",5,4100,1830,64915,4
2010,699,1,156,"H3","620191",5,195,153,8163,4
2010,699,2,156,"H3","620191",5,17,20,1390,6
2010,699,1,156,"H3","620199",5,3312,1041,46055,4
2010,699,1,156,"H3","620311",5,1983,1646,202479,4
2010,699,2,156,"H3","620311",5,58,74,8202,6
2010,699,1,156,"H3","620329",5,146,140,5411,4
2010,699,2,156,"H3","620329",1,,719,93839,4
2010,699,1,156,"H3","620423",5,1367,249,6605,4
2010,699,2,156,"H3","620423",5,194,102,4414,6
2010,699,2,156,"H3","620459",5,679,218,15204,6
2010,699,1,156,"H3","620459",5,8443,1030,54359,4
2010,699,1,156,"H3","620462",5,172245,77043,2100484,4
2010,699,2,156,"H3","620462",5,51687,21330,815096,6
2010,699,1,156,"H3","6205",5,348198,125135,4270549,4
2010,699,2,156,"H3","6205",5,110702,29625,1635456,6
2010,699,1,156,"H3","620729",5,3992,,2067,0
2010,699,1,156,"H3","620799",8,1130,1130,18651,6
2010,699,1,156,"H3","620920",8,16973,16973,480778,6
2010,699,2,156,"H3","620920",8,12841,12841,471103,6
2010,699,1,156,"H3","6210",1,,62014,1012076,4
2010,699,2,156,"H3","6210",1,,15,1042,4
2010,699,1,156,"H3","621030",5,31,18,558,4
2010,699,1,156,"H3","6212",8,29227,29227,1541844,6
2010,699,2,156,"H3","6212",8,1593,1593,114867,6
2010,699,1,156,"H3","621230",8,699,699,48483,6
2010,699,1,156,"H3","6217",1,,702864,1844563,0
2010,699,2,156,"H3","6217",1,,,491896,0
2010,699,1,156,"H3","63",1,,,63897408,0
2010,699,2,156,"H3","63",1,,,7133598,0
2010,699,1,156,"H3","630120",8,366,366,8422,6
2010,699,2,156,"H3","630120",8,951,951,24320,6
2010,699,1,156,"H3","630240",8,140419,140419,406654,0
2010,699,2,156,"H3","630240",8,849,849,10476,6
2010,699,1,156,"H3","630253",8,535,535,2354,0
2010,699,1,156,"H3","630491",8,31564,31564,302292,6
2010,699,2,156,"H3","630491",8,118,118,1081,6
2010,699,1,156,"H3","630499",8,15468,15468,267463,6
2010,699,2,156,"H3","630499",8,10741,10741,233522,6
2010,699,1,156,"H3","630640",1,,,1115,0
2010,699,1,156,"H3","630699",8,282882,282882,301143,0
2010,699,2,156,"H3","630699",8,3,3,39,6
2010,699,1,156,"H3","640199",6,1002244,146107,1216798,4
2010,699,1,156,"H3","640212",6,28904,1870,46587,4
2010,699,1,156,"H3","640399",6,7708428,345761,10877012,4
2010,699,2,156,"H3","640399",6,9969,6879,319761,6
2010,699,1,156,"H3","640411",6,1806577,379563,9446111,4
2010,699,2,156,"H3","640411",6,6472,4490,143578,6
2010,699,1,156,"H3","6405",1,,,34669306,0
2010,699,1,156,"H3","6505",1,,927017,1818245,0
2010,699,2,156,"H3","6505",1,,477,22510,4
2010,699,1,156,"H3","6506",1,,265107,2632613,4
2010,699,2,156,"H3","6506",1,,89,3244,4
2010,699,1,156,"H3","660390",8,4975344,4975344,5743327,0
2010,699,1,156,"H3","670100",8,1442,1442,7503,0
2010,699,1,156,"H3","670290",8,1396313,1396313,2679290,0
2010,699,2,156,"H3","670290",8,983,983,9692,6
2010,699,1,156,"H3","680229",8,779545,779545,812965,0
2010,699,2,156,"H3","680229",8,91013,91013,72803,6
2010,699,1,156,"H3","680292",8,97010,97010,82464,0
2010,699,1,156,"H3","680520",8,250051,250051,1184897,0
2010,699,2,156,"H3","680520",8,865,865,7811,6
2010,699,1,156,"H3","680610",8,6210295,6210295,7039467,0
2010,699,2,156,"H3","680610",8,2,2,4,6
2010,699,1,156,"H3","6807",8,259964,259964,334480,0
2010,699,1,156,"H3","6811",1,,221622,197548,0
2010,699,1,156,"H3","681181",8,15000,15000,6121,0
2010,699,1,156,"H3","681410",8,195649,195649,378825,0
2010,699,2,156,"H3","681410",8,12462,12462,267593,6
2010,699,1,156,"H3","681510",8,656302,656302,3062041,0
2010,699,2,156,"H3","681510",8,1119,1119,65533,6
2010,699,1,156,"H3","681591",8,10475,10475,78035,0
2010,699,1,156,"H3","690510",8,461000,461000,154780,0
2010,699,1,156,"H3","690600",8,86000,86000,114463,0
2010,699,1,156,"H3","691110",8,1620315,1620315,3718230,0
2010,699,2,156,"H3","691110",8,1168,1168,6551,6
2010,699,1,156,"H3","691200",8,4713633,4713633,11117416,0
2010,699,2,156,"H3","691200",8,1692,1692,7431,6
2010,699,1,156,"H3","7003",1,,,1539344,0
2010,699,2,156,"H3","7003",1,,,140,0
2010,699,1,156,"H3","700319",2,234637,,1284777,0
2010,699,2,156,"H3","700319",1,,,140,0
2010,699,1,156,"H3","700719",2,1297469,4413294,9134085,4
2010,699,2,156,"H3","700719",1,,33,78,4
2010,699,1,156,"H3","700729",2,675992,3181754,4801639,4
2010,699,2,156,"H3","700729",1,,,196,0
2010,699,1,156,"H3","7009",1,,5619748,11688620,0
2010,699,2,156,"H3","7009",1,,,34845,0
2010,699,1,156,"H3","701310",8,879628,879628,1680428,0
2010,699,1,156,"H3","701328",8,1365042,1365042,4061891,0
2010,699,1,156,"H3","701337",8,967454,967454,1996559,0
2010,699,1,156,"H3","701710",8,4551,4551,40821,0
2010,699,1,156,"H3","7018",1,,25881546,29763941,0
2010,699,2,156,"H3","7018",1,,,139535,0
2010,699,1,156,"H3","701959",8,697967,697967,2033998,0
2010,699,1,156,"H3","702000",8,2457623,2457623,5861480,0
2010,699,2,156,"H3","702000",1,,,1163496,0
2010,699,2,156,"H3","7104",1,,6,16436,4
2010,699,1,156,"H3","7104",1,,105545,2077205,0
2010,699,1,156,"H3","710490",8,90635,90635,1658489,0
2010,699,2,156,"H3","710490",8,6,6,16436,6
2010,699,1,156,"H3","710812",8,794,794,34205823,0
2010,699,1,156,"H3","7113",1,,1565,1306202,4
2010,699,2,156,"H3","7113",1,,,2849453,0
2010,699,1,156,"H3","711790",8,3362260,3362260,8523511,0
2010,699,2,156,"H3","711790",1,,,339652,0
2010,699,1,156,"H3","720250",8,10000,10000,21695,0
2010,699,1,156,"H3","720280",8,52665,52665,1358212,0
2010,699,2,156,"H3","720449",8,810957,810957,203883,6
2010,699,1,156,"H3","720449",8,12548278,12548278,6269731,0
2010,699,1,156,"H3","720510",8,5813760,5813760,4374633,0
2010,699,1,156,"H3","720826",8,61455392,61455392,37508774,0
2010,699,2,156,"H3","720826",8,896,896,558,6
2010,699,1,156,"H3","720836",8,236535412,236535412,187713183,0
2010,699,2,156,"H3","720836",8,420255,420255,220937,6
2010,699,1,156,"H3","720927",8,28314,28314,13057,0
2010,699,2,156,"H3","720927",8,8288,8288,5150,6
2010,699,1,156,"H3","7210",8,83004969,83004969,76036470,0
2010,699,2,156,"H3","7210",8,387176,387176,287397,6
2010,699,1,156,"H3","721090",8,7129203,7129203,6193509,0
2010,699,2,156,"H3","721113",8,1253,1253,1070,6
2010,699,1,156,"H3","7214",8,13188965,13188965,8482252,0
2010,699,1,156,"H3","721430",8,170489,170489,231768,0
2010,699,1,156,"H3","721640",8,260200,260200,246071,0
2010,699,1,156,"H3","721661",8,2953,2953,3329,0
2010,699,1,156,"H3","721911",8,10518887,10518887,29041690,0
2010,699,2,156,"H3","721911",8,76756,76756,222429,6
2010,699,1,156,"H3","721914",8,580183,580183,1778428,0
2010,699,1,156,"H3","721922",8,638218,638218,1848246,0
2010,699,1,156,"H3","722020",8,10691367,10691367,19551402,0
2010,699,2,156,"H3","722020",8,364699,364699,1194662,6
2010,699,1,156,"H3","722100",8,1979653,1979653,6134768,0
2010,699,2,156,"H3","722100",8,1324723,1324723,3509405,6
2010,699,1,156,"H3","722211",8,61672,61672,241725,0
2010,699,2,156,"H3","722211",8,26764,26764,113478,6
2010,699,1,156,"H3","722599",8,68150368,68150368,53575196,0
2010,699,2,156,"H3","722599",8,1071,1071,1534,6
2010,699,1,156,"H3","722830",8,20111049,20111049,21484554,0
2010,699,1,156,"H3","722860",8,9200627,9200627,11323902,0
2010,699,2,156,"H3","7229",8,84855,84855,152917,6
2010,699,1,156,"H3","7229",8,19619844,19619844,24649919,0
2010,699,1,156,"H3","7304",8,302241263,302241263,529872784,0
2010,699,2,156,"H3","7304",8,2468270,2468270,8123362,6
2010,699,1,156,"H3","730419",8,25195614,25195614,46767095,0
2010,699,2,156,"H3","730419",8,568267,568267,1221123,6
2010,699,1,156,"H3","730423",8,6485542,6485542,15194951,0
2010,699,1,156,"H3","730519",8,507200,507200,419684,0
2010,699,2,156,"H3","730519",8,18273,18273,26549,6
2010,699,1,156,"H3","730531",8,626500,626500,1885127,0
2010,699,1,156,"H3","7307",1,,12737506,35796138,0
2010,699,2,156,"H3","7307",1,,,648687,0
2010,699,1,156,"H3","730719",8,983568,983568,1997351,0
2010,699,2,156,"H3","730719",8,16,16,98,6
2010,699,1,156,"H3","7309",8,422707,422707,1617312,0
2010,699,2,156,"H3","7309",8,2057,2057,13213,6
2010,699,1,156,"H3","731010",8,757543,757543,3710583,0
2010,699,2,156,"H3","731010",8,77,77,310,6
2010,699,1,156,"H3","731029",8,1766499,1766499,5163229,0
2010,699,2,156,"H3","731029",8,27794,27794,105416,6
2010,699,1,156,"H3","731449",8,532316,532316,1203198,0
2010,699,1,156,"H3","7318",1,,56140094,83379896,0
2010,699,2,156,"H3","7318",1,,,1242983,0
2010,699,1,156,"H3","731812",8,260360,260360,639476,0
2010,699,1,156,"H3","732010",8,1309529,1309529,5120745,0
2010,699,2,156,"H3","732010",8,8076,8076,27243,6
2010,699,1,156,"H3","7321",1,,,10236874,0
2010,699,2,156,"H3","7321",1,,,5064,0
2010,699,1,156,"H3","732393",8,416644,416644,1758241,0
2010,699,2,156,"H3","732393",8,53146,53146,549538,6
2010,699,1,156,"H3","7324",8,1160383,1160383,6522553,0
2010,699,2,156,"H3","7324",8,4058,4058,10878,6
2010,699,1,156,"H3","732619",8,2360039,2360039,9652780,0
2010,699,2,156,"H3","732619",8,148550,148550,646392,6
2010,699,1,156,"H3","74",1,,,172587738,0
2010,699,2,156,"H3","74",1,,,3629688120,0
2010,699,1,156,"H3","7402",8,8089,8089,69954,0
2010,699,1,156,"H3","740610",8,20931,20931,231812,0
2010,699,1,156,"H3","740710",8,883828,883828,7397605,0
2010,699,2,156,"H3","740710",8,11380,11380,72775,6
2010,699,1,156,"H3","740921",8,60357,60357,434722,0
2010,699,1,156,"H3","740931",8,6952,6952,69728,0
2010,699,2,156,"H3","740990",8,60,60,691,6
2010,699,1,156,"H3","740990",8,395646,395646,3174918,0
2010,699,1,156,"H3","7412",8,696773,696773,4787327,0
2010,699,2,156,"H3","7412",8,874,874,13407,6
2010,699,1,156,"H3","7413",8,70617,70617,375864,0
2010,699,2,156,"H3","7413",8,6798,6798,56808,6
2010,699,1,156,"H3","741510",8,2234,2234,93075,0
2010,699,1,156,"H3","75",1,,,18408143,0
2010,699,2,156,"H3","75",1,,,27029,0
2010,699,1,156,"H3","750620",8,10990,10990,301497,0
2010,699,2,156,"H3","750620",8,330,330,11462,6
2010,699,1,156,"H3","750711",8,309,309,13725,0
2010,699,2,156,"H3","7605",8,12,12,65,6
2010,699,1,156,"H3","7605",8,1483260,1483260,5202025,0
2010,699,1,156,"H3","760519",8,333091,333091,876058,0
2010,699,1,156,"H3","760719",8,10842234,10842234,35877225,0
2010,699,2,156,"H3","760719",8,1042,1042,7336,6
2010,699,1,156,"H3","760810",8,381013,381013,1374679,0
2010,699,2,156,"H3","760900",8,1183,1183,16756,6
2010,699,1,156,"H3","760900",8,204873,204873,615659,0
2010,699,1,156,"H3","761519",8,1633055,1633055,7474281,0
2010,699,2,156,"H3","761519",8,1967,1967,15984,6
2010,699,1,156,"H3","761610",8,354136,354136,2781129,0
2010,699,2,156,"H3","761610",1,,,20796,0
2010,699,1,156,"H3","7806",8,14136,14136,120198,0
2010,699,2,156,"H3","7806",8,4495,4495,19102,6
2010,699,1,156,"H3","7901",8,4220105,4220105,9891356,0
2010,699,2,156,"H3","7901",8,42636038,42636038,69806935,6
2010,699,1,156,"H3","8001",8,116383,116383,1733514,0
2010,699,2,156,"H3","8001",8,217,217,3172,6
2010,699,1,156,"H3","800300",8,88425,88425,1347063,0
2010,699,2,156,"H3","800300",8,23711,23711,392302,6
2010,699,1,156,"H3","810294",8,33177,33177,1341501,0
2010,699,1,156,"H3","810320",8,227,227,58028,0
2010,699,1,156,"H3","810720",8,300,300,5190,0
2010,699,1,156,"H3","8108",8,152981,152981,3281689,0
2010,699,2,156,"H3","8108",8,372,372,26494,6
2010,699,1,156,"H3","811221",8,15000,15000,149976,0
2010,699,1,156,"H3","820140",8,139456,139456,904815,0
2010,699,2,156,"H3","820140",8,2,2,9,6
2010,699,1,156,"H3","820190",8,9304,9304,51465,0
2010,699,2,156,"H3","820190",8,9,9,62,6
2010,699,1,156,"H3","820220",8,385726,385726,1484337,0
2010,699,2,156,"H3","820220",8,84306,84306,1828867,6
2010,699,1,156,"H3","820420",8,82636,82636,306326,0
2010,699,1,156,"H3","820520",8,15942,15942,62730,0
2010,699,2,156,"H3","820520",8,4,4,18,6
2010,699,1,156,"H3","820730",8,196264,196264,2979027,0
2010,699,2,156,"H3","820730",1,,,214288,0
2010,699,1,156,"H3","820760",8,15249,15249,366442,0
2010,699,2,156,"H3","820760",8,664,664,148097,6
2010,699,1,156,"H3","821191",1,,38099,199069,0
2010,699,1,156,"H3","821194",8,63535,63535,235549,0
2010,699,1,156,"H3","821210",1,,28974,168739,0
2010,699,2,156,"H3","821210",1,,4544,78247,4
2010,699,1,156,"H3","821599",8,644442,644442,2993919,0
2010,699,2,156,"H3","821599",8,607,607,9061,6
2010,699,1,156,"H3","830110",8,292140,292140,1360810,0
2010,699,1,156,"H3","830140",8,2454022,2454022,11022083,0
2010,699,2,156,"H3","830140",8,1569,1569,29289,6
2010,699,1,156,"H3","8303",8,417376,417376,3639617,0
2010,699,1,156,"H3","830400",8,109570,109570,886078,0
2010,699,2,156,"H3","830400",8,6,6,42,6
2010,699,1,156,"H3","830520",8,100928,100928,495982,0
2010,699,2,156,"H3","830520",8,104,104,386,6
2010,699,1,156,"H3","830990",8,884172,884172,4359745,0
2010,699,2,156,"H3","830990",8,178964,178964,1140841,6
2010,699,1,156,"H3","8311",1,,7224502,15787982,0
2010,699,2,156,"H3","8311",1,,,3015114,0
2010,699,1,156,"H3","840290",8,10963631,10963631,77689744,0
2010,699,2,156,"H3","840290",1,,,159713,0
2010,699,1,156,"H3","840390",8,1379545,1379545,16663855,0
2010,699,2,156,"H3","840390",8,2105,2105,30582,6
2010,699,1,156,"H3","840420",8,737444,737444,6649782,0
2010,699,1,156,"H3","840721",5,75,6955,205347,4
2010,699,1,156,"H3","840731",5,72,373,4903,4
2010,699,1,156,"H3","840734",5,18847,1525013,22287870,4
2010,699,2,156,"H3","840734",5,5,604,9191,6
2010,699,1,156,"H3","8411",1,,221407,7227997,4
2010,699,2,156,"H3","8411",1,,,41667,0
2010,699,1,156,"H3","841239",5,24055,10680,452339,4
2010,699,2,156,"H3","841239",1,,,22698,0
2010,699,1,156,"H3","8413",1,,5640088,102193198,4
2010,699,2,156,"H3","8413",1,,448078,14237785,4
2010,699,1,156,"H3","841410",5,29769,125462,4380136,4
2010,699,2,156,"H3","841410",1,,4927,161668,4
2010,699,1,156,"H3","841440",5,376263,3242364,34615313,4
2010,699,2,156,"H3","841440",1,,,1562107,0
2010,699,1,156,"H3","841459",5,3811084,2147206,36573315,4
2010,699,2,156,"H3","841459",1,,6501,101645,4
2010,699,1,156,"H3","841620",8,51486,51486,1340362,0
2010,699,2,156,"H3","841620",8,6881,6881,262320,6
2010,699,1,156,"H3","8417",1,,5502404,86940871,4
2010,699,2,156,"H3","8417",1,,5436,76906,4
2010,699,1,156,"H3","841780",5,1959,851723,10836902,4
2010,699,2,156,"H3","841780",1,,1635,17205,4
2010,699,1,156,"H3","841920",5,550,14699,861826,4
2010,699,2,156,"H3","841920",5,27,2669,161111,6
2010,699,1,156,"H3","8421",1,,5093694,84419401,4
2010,699,2,156,"H3","8421",1,,455210,15371260,4
2010,699,1,156,"H3","842112",5,59,180,1136,4
2010,699,2,156,"H3","842121",1,,44542,822162,4
2010,699,1,156,"H3","842121",5,1697091,601416,12013933,4
2010,699,1,156,"H3","842220",5,398,32312,1493652,4
2010,699,1,156,"H3","842290",8,158714,158714,2513933,0
2010,699,2,156,"H3","842290",8,418,418,40293,6
2010,699,1,156,"H3","842320",5,20,437,25953,4
2010,699,1,156,"H3","842490",8,707062,707062,9296367,0
2010,699,2,156,"H3","842490",1,,,158297,0
2010,699,2,156,"H3","842511",1,,23523,372448,4
